Open,High,Low,Close
300.0,370.0,300.0,378.0
300.2123188405797,370.0,370.0,378.0
300.4246376811594,370.3181818181818,370.3181818181818,378.0
300.63695652173914,370.6363636363636,370.6363636363636,378.0
300.84927536231885,370.95454545454544,370.95454545454544,378.0
301.06159420289856,371.27272727272725,371.27272727272725,378.0
301.2739130434783,371.59090909090907,371.59090909090907,378.0
301.486231884058,371.90909090909093,371.90909090909093,378.0
301.6985507246377,372.22727272727275,372.22727272727275,378.0
301.9108695652174,372.54545454545456,372.54545454545456,378.0
302.1231884057971,372.8636363636364,372.8636363636364,378.0
302.33550724637684,373.1818181818182,373.1818181818182,378.0
302.5478260869565,373.5,373.5,378.0
302.7601449275362,373.8181818181818,373.8181818181818,378.0
302.9724637681159,374.1363636363636,374.1363636363636,378.0
303.1847826086956,374.45454545454544,374.45454545454544,378.0
303.39710144927534,374.77272727272725,374.77272727272725,378.0
303.60942028985505,375.09090909090907,375.09090909090907,378.0
303.82173913043476,375.40909090909093,375.40909090909093,378.0
304.0340579710145,375.72727272727275,375.72727272727275,378.0
304.2463768115942,376.04545454545456,376.04545454545456,378.0
304.4586956521739,376.3636363636364,376.3636363636364,378.0
304.6710144927536,376.6818181818182,376.6818181818182,378.0
304.8833333333333,377.0,377.0,378.0
305.09565217391304,377.1666666666667,377.125,378.0
305.30797101449275,377.3333333333333,377.25,378.0
305.52028985507246,377.5,377.375,378.0
305.7326086956522,377.6666666666667,377.5,378.0
305.9449275362319,377.8333333333333,377.625,378.0
306.1572463768116,378.0,377.75,378.0
306.3695652173913,378.0,377.78125,378.0
306.581884057971,378.0,377.8125,378.0
306.79420289855074,378.0,377.84375,378.0
307.00652173913045,378.0,377.875,378.0
307.21884057971016,378.0,377.90625,378.0
307.4311594202898,378.0,377.9375,378.0
307.64347826086953,378.0,377.96875,378.0
307.85579710144924,378.0,378.0,378.0
308.06811594202895,378.0,378.0,378.0
308.28043478260867,378.0,377.99,378.0
308.4927536231884,378.0,377.98,378.0
308.7050724637681,378.0,377.96999999999997,378.0
308.9173913043478,378.0,377.96,378.0
309.1297101449275,378.0,377.95,378.0
309.3420289855072,378.0,377.94,378.0
309.55434782608694,378.0,377.93,378.0
309.76666666666665,378.0,377.91999999999996,378.0
309.97898550724636,378.0,377.90999999999997,378.0
310.1913043478261,378.0,377.9,378.0
310.4036231884058,378.0,377.9083333333333,378.0
310.6159420289855,378.0,377.91666666666663,378.0
310.8282608695652,378.0,377.92499999999995,378.0
311.0405797101449,378.0,377.93333333333334,378.0
311.25289855072464,378.0,377.94166666666666,378.0
311.46521739130435,378.0,377.95,378.0
311.67753623188406,378.0,377.9583333333333,378.0
311.8898550724638,378.0,377.96666666666664,378.0
312.1021739130435,378.0,377.975,378.0
312.31449275362314,378.0,377.98333333333335,378.0
312.52681159420285,378.0,377.9916666666667,378.0
312.73913043478257,378.0,378.0,378.0
312.9514492753623,377.505,377.505,371.8375
313.163768115942,377.01,377.01,365.675
313.3760869565217,377.34,377.34,359.5125
313.5884057971014,377.67,377.67,353.35
313.8007246376811,378.0,378.0,347.1875
314.01304347826084,384.6666666666667,342.1166666666667,341.025
314.22536231884055,391.3333333333333,306.23333333333335,334.8625
314.43768115942026,398.0,270.35,328.7
314.65,359.39,269.06,294.47
297.48,344.76,268.26,286.36
290.78,314.85,264.81,299.39
294.02,314.96,265.51,290.14
290.71,314.62,265.5,293.82
293.9,314.91,265.68,271.26
269.81,314.6,265.54,268.01209302325583
267.43976744186045,314.61,265.0783333333334,264.7641860465116
265.0695348837209,314.62,264.6166666666667,261.51627906976745
262.6993023255814,314.63,264.15500000000003,258.26837209302323
260.32906976744187,314.64000000000004,263.6933333333333,255.02046511627907
257.9588372093023,314.65000000000003,263.2316666666667,251.77255813953488
255.5886046511628,314.66,262.77,248.5246511627907
253.21837209302325,314.67,262.30833333333334,245.2767441860465
250.84813953488373,314.68,261.8466666666667,242.0288372093023
248.47790697674418,314.69000000000005,261.385,238.78093023255815
246.10767441860466,314.70000000000005,260.92333333333335,235.53302325581393
243.7374418604651,314.71000000000004,260.46166666666664,232.28511627906977
241.3672093023256,314.72,260.0,229.03720930232558
238.99697674418604,308.98400000000004,257.0,225.7893023255814
236.6267441860465,303.24800000000005,254.0,222.5413953488372
234.25651162790697,297.512,251.0,219.293488372093
231.88627906976745,291.776,248.0,216.04558139534885
229.5160465116279,286.04,245.0,212.79767441860463
227.14581395348836,280.30400000000003,242.0,209.54976744186047
224.77558139534884,274.56800000000004,239.0,206.30186046511628
222.40534883720932,268.832,236.0,203.0539534883721
220.03511627906977,263.096,233.0,199.8060465116279
217.66488372093022,257.36,230.0,196.5581395348837
215.2946511627907,251.62400000000002,227.0,193.31023255813955
212.92441860465115,245.888,224.0,190.06232558139533
210.55418604651163,240.152,221.0,186.81441860465117
208.18395348837208,234.416,218.0,183.56651162790698
205.81372093023256,228.68,215.0,180.3186046511628
203.44348837209301,222.94400000000002,212.0,177.0706976744186
201.0732558139535,217.208,209.0,173.8227906976744
198.70302325581395,211.47199999999998,206.0,170.57488372093025
196.3327906976744,205.736,203.0,167.32697674418603
193.96255813953488,200.0,200.0,164.07906976744187
191.59232558139536,205.25,204.9075,160.83116279069768
189.2220930232558,210.5,209.815,157.58325581395349
186.85186046511626,215.75,214.7225,154.3353488372093
184.48162790697674,221.0,219.63,151.0874418604651
182.11139534883722,220.66666666666666,218.96333333333334,147.83953488372094
179.74116279069767,220.33333333333334,218.29666666666665,144.59162790697673
177.37093023255812,220.0,217.63,141.34372093023256
175.0006976744186,204.0,199.0,138.09581395348837
172.63046511627905,194.94,109.94,134.84790697674418
170.26023255813953,197.27,111.53,131.6
167.89,199.0,110.13,116.66
117.52,198.0,110.66,169.05
134.02,197.15,110.82,185.29
183.88,196.21,113.5,115.07
164.34,197.07,109.87,152.71
162.67,196.6,110.0,157.63
142.78,197.97,110.2,159.32838709677418
144.82387096774193,191.985,148.1,161.0267741935484
146.86774193548388,186.0,186.0,162.72516129032257
148.9116129032258,188.0,120.0,164.42354838709676
150.95548387096775,188.66666666666666,131.99833333333333,166.12193548387097
152.99935483870968,189.33333333333334,143.99666666666667,167.82032258064515
155.0432258064516,190.0,155.995,169.51870967741934
157.08709677419355,190.66666666666666,167.99333333333334,171.21709677419355
159.13096774193548,191.33333333333334,179.99166666666667,172.91548387096773
161.17483870967743,192.0,191.99,174.61387096774195
